sampleNumber,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
379,0.411115,0.144071,0.663334,-0.312592,-0.203071,-0.927927,0.258817,0.755628,-0.601698,11.828840,0.452755,0.183318,0.546724,1.887438,0.640527,0.350686,0.509040,0.662745,0.352941,0.819608
380,0.778261,0.113157,0.641683,0.573278,0.102270,-0.812954,0.003860,-0.008493,-0.999957,4.902225,0.528842,0.284319,0.479459,0.900707,0.979918,0.775336,0.363919,0.878431,0.329412,0.674510
381,0.555110,0.416439,0.389274,-0.183317,-0.272199,-0.944618,0.623257,-0.358949,-0.694771,0.653516,0.064593,0.972121,0.161652,0.430530,0.372996,0.433068,0.744764,0.466667,0.470588,0.458824
382,0.589731,0.164508,0.800036,-0.534766,-0.127527,-0.835322,0.117462,-0.253672,-0.960132,4.882129,0.727778,0.090429,0.153445,0.038922,0.752097,0.421207,0.528525,0.658824,0.176471,0.423529
383,0.691950,0.330310,0.070554,0.264495,0.130646,-0.955497,-0.155932,-0.309748,-0.937945,2.222936,0.211677,0.409373,0.737004,1.294114,0.312785,0.913161,0.230032,0.654902,0.584314,0.254902
384,0.453678,0.280681,0.010101,-0.218899,0.491992,-0.842631,0.427780,0.619884,-0.657836,5.091878,0.102037,0.659546,0.451300,3.248322,0.143485,0.575962,0.080013,0.545098,0.623529,0.156863
385,0.142030,0.481000,0.631071,0.360486,-0.550501,-0.752993,0.208570,0.004443,-0.977997,0.148691,0.070562,0.463162,0.064060,0.176165,0.901717,0.240930,0.249305,0.243137,0.329412,0.368628
386,0.206886,0.087229,0.832259,0.433257,-0.562047,-0.704551,-0.072611,-0.430347,-0.899739,0.327751,0.950576,0.897705,0.133178,1.129588,0.586945,0.884202,0.077078,0.419608,0.325490,0.501961
387,0.337709,0.138099,0.525825,0.341625,0.771702,-0.536440,0.267424,-0.385043,-0.883304,0.463052,0.738874,0.990230,0.088768,0.001477,0.454660,0.335227,0.741237,0.211765,0.168628,0.149020
388,0.481618,0.230296,0.201311,-0.264133,-0.615104,-0.742887,0.038889,-0.053839,-0.997792,1.808423,0.424773,0.658591,0.485919,0.534881,0.650915,0.161077,0.713774,0.545098,0.341177,0.372549
389,0.881039,0.637970,0.234466,0.088266,-0.046661,-0.995004,-0.224753,0.054083,-0.972914,1.095707,0.323197,0.989690,0.600361,0.108840,0.564238,0.739071,0.155867,0.521569,0.623529,0.286275
390,0.128886,0.262550,0.890163,-0.029956,-0.243112,-0.969536,0.456556,-0.067482,-0.887132,1.147979,0.949752,0.452226,0.218311,0.063436,0.678572,0.900763,0.572807,0.278431,0.294118,0.450980
391,0.234677,0.988120,0.002200,0.311726,0.011240,-0.950106,0.448132,0.502693,-0.739241,0.585455,0.730293,0.701607,0.027305,0.190778,0.161249,0.244879,0.867218,0.278431,0.588235,0.141177
392,0.867247,0.832145,0.519273,-0.234245,-0.303634,-0.923545,-0.043037,-0.400435,-0.915314,0.178862,0.032385,0.850271,0.087931,0.952325,0.751223,0.940386,0.799163,0.827451,0.858824,0.647059
393,0.274399,0.048435,0.524794,0.092752,0.009887,-0.995640,0.014856,-0.197347,-0.980221,7.847178,0.488289,0.751712,0.291452,0.217147,0.925347,0.696961,0.920391,0.470588,0.286275,0.552941
394,0.517624,0.226762,0.568534,0.004800,-0.151694,-0.988416,-0.224886,-0.127057,-0.966066,9.151337,0.336909,0.676084,0.069088,0.445607,0.398362,0.918068,0.972278,0.568628,0.517647,0.600000
395,0.195889,0.609360,0.509541,-0.043652,-0.379252,-0.924263,-0.236362,-0.197952,-0.951288,0.077740,0.386708,0.521500,0.326442,0.032579,0.326278,0.010711,0.207955,0.156863,0.215686,0.215686
396,0.550066,0.301879,0.642780,-0.254893,-0.788950,-0.559095,-0.619534,0.264778,-0.738966,3.614259,0.347448,0.715414,0.620933,3.710015,0.392396,0.012706,0.194101,0.776471,0.384314,0.737255
397,0.467958,0.241240,0.934353,0.251432,-0.523537,-0.814059,0.507086,-0.250365,-0.824731,0.370384,0.850032,0.687150,0.744289,1.539497,0.171546,0.016549,0.276444,0.509804,0.254902,0.772549
398,0.347433,0.075334,0.611382,-0.615759,0.483268,-0.622329,-0.043269,0.190012,-0.980828,4.971148,0.583625,0.386727,0.618296,1.320010,0.736214,0.737131,0.493603,0.607843,0.321569,0.745098
399,0.077416,0.179773,0.341589,-0.073252,-0.469709,-0.879777,0.264926,-0.292599,-0.918804,7.196120,0.434700,0.082139,0.986105,0.949575,0.194627,0.614993,0.701615,0.258824,0.372549,0.709804
400,0.782578,0.343714,0.955306,-0.359147,0.245158,-0.900506,-0.111556,-0.039227,-0.992984,1.332185,0.585888,0.830655,0.817414,0.434038,0.310365,0.764758,0.864314,0.619608,0.501961,0.839216
401,0.258755,0.514883,0.514928,0.359900,0.620049,-0.697145,-0.140170,0.130855,-0.981443,2.222439,0.938837,0.184270,0.054217,0.343708,0.834808,0.169195,0.771406,0.462745,0.376471,0.505882
402,0.564961,0.426870,0.704828,-0.008527,-0.667002,-0.745007,0.550940,-0.490302,-0.675329,2.474962,0.446532,0.554868,0.527567,0.157918,0.911470,0.924989,0.536822,0.525490,0.482353,0.580392
403,0.130334,0.720788,0.942206,0.152378,-0.650938,-0.743681,-0.165631,-0.152113,-0.974386,5.533844,0.653002,0.634197,0.347949,0.041230,0.911352,0.289619,0.700919,0.321569,0.698039,0.619608
404,0.975495,0.279997,0.759703,-0.686452,0.415977,-0.596445,-0.751705,0.344909,-0.562119,0.507569,0.435822,0.983762,0.664955,0.057039,0.996006,0.568718,0.156056,0.537255,0.345098,0.454902
405,0.261388,0.531368,0.598997,-0.228932,0.033857,-0.972854,0.735968,0.180463,-0.652522,0.709974,0.498011,0.831833,0.051620,0.034653,0.528753,0.161823,0.714233,0.227451,0.388235,0.313726
406,0.295469,0.498546,0.808374,0.693517,-0.398445,-0.600231,0.614467,0.542220,-0.573087,2.282848,0.849776,0.921816,0.904227,1.296271,0.481610,0.775284,0.326163,0.517647,0.721569,0.803922
407,0.653624,0.116094,0.467242,-0.029455,0.025550,-0.999240,-0.004494,-0.020966,-0.999770,8.590254,0.255436,0.028374,0.555785,0.090929,0.650389,0.431746,0.866690,0.537255,0.168628,0.627451
408,0.304714,0.672143,0.633837,0.083164,0.008395,-0.996501,-0.204045,0.619502,-0.758013,0.339675,0.197205,0.876484,0.996566,0.251511,0.056257,0.389916,0.553276,0.203922,0.513726,0.537255
409,0.750123,0.777431,0.886620,-0.159119,0.121821,-0.979715,-0.279593,0.654055,-0.702880,1.911654,0.631471,0.941578,0.216560,0.505703,0.378567,0.581477,0.647901,0.662745,0.784314,0.709804
410,0.041968,0.373437,0.457213,-0.680814,-0.231151,-0.695026,0.047784,-0.003418,-0.998852,63.081990,0.349769,0.252874,0.036788,1.772567,0.684687,0.363052,0.567946,0.329412,0.627451,0.650980
411,0.550086,0.055035,0.359615,0.437390,0.642565,-0.629127,0.061445,0.060121,-0.996298,0.748367,0.631786,0.797993,0.103895,0.041862,0.997371,0.647716,0.168293,0.415686,0.168628,0.180392
412,0.001997,0.515246,0.554718,0.116978,0.036825,-0.992452,-0.151410,0.207570,-0.966431,1.545049,0.731304,0.518422,0.965446,0.495080,0.710358,0.097201,0.148981,0.145098,0.450980,0.607843
413,0.242804,0.769301,0.576309,-0.588435,0.453881,-0.669131,0.028173,0.022042,-0.999360,1.737580,0.303750,0.091628,0.264063,0.481251,0.163894,0.043195,0.562590,0.282353,0.352941,0.541177
414,0.473220,0.412225,0.433358,-0.261377,0.034837,-0.964608,-0.609367,0.015249,-0.792741,20.087430,0.355492,0.313727,0.272877,0.647827,0.751682,0.434582,0.331564,0.674510,0.576471,0.552941
415,0.987688,0.474648,0.744336,-0.052653,0.560446,-0.826516,-0.320070,0.046410,-0.946256,5.457380,0.418869,0.719360,0.358715,0.144556,0.361962,0.607764,0.519277,0.705882,0.623529,0.588235
416,0.602297,0.232644,0.031908,-0.493839,-0.114103,-0.862034,0.382629,-0.634568,-0.671505,6.604121,0.057614,0.265434,0.896674,0.671368,0.538449,0.154624,0.671532,0.592157,0.305882,0.243137
417,0.471834,0.183503,0.773618,-0.229034,0.000278,-0.973419,0.054041,-0.007915,-0.998507,1.243622,0.161676,0.629406,0.223217,0.110809,0.230650,0.003189,0.953473,0.298039,0.262745,0.521569
418,0.199856,0.453883,0.278801,0.117649,0.371373,-0.921000,0.635715,-0.495635,-0.591788,2.490367,0.539605,0.785558,0.546819,0.264514,0.561772,0.905533,0.774960,0.309804,0.533333,0.384314
419,0.026722,0.134134,0.296080,0.011032,0.014411,-0.999835,0.039389,-0.596673,-0.801517,0.293174,0.330654,0.947773,0.491744,3.341825,0.762326,0.027456,0.430844,0.282353,0.231373,0.564706
420,0.924163,0.592779,0.671586,0.468490,-0.349222,-0.811518,0.455045,-0.241981,-0.856960,14.405000,0.137078,0.422912,0.334696,0.624835,0.462755,0.781398,0.531263,0.733333,0.760784,0.729412
421,0.773026,0.015324,0.582470,0.588243,-0.424366,-0.688392,-0.037349,0.010547,-0.999247,15.046190,0.570529,0.459504,0.562800,0.516946,0.347674,0.059340,0.771978,0.858824,0.184314,0.764706
422,0.881745,0.363868,0.038025,0.289675,0.404677,-0.867367,0.611089,0.361606,-0.704139,0.444650,0.404633,0.800298,0.626179,2.800627,0.081758,0.203337,0.102743,0.654902,0.525490,0.184314
423,0.667482,0.331196,0.756350,0.445461,0.370800,-0.814906,-0.347981,0.287614,-0.892293,4.324206,0.841476,0.727634,0.619622,0.316926,0.672728,0.041806,0.146362,0.749020,0.466667,0.658824
424,0.940665,0.369574,0.666702,0.170358,0.290133,-0.941701,-0.131510,0.134785,-0.982109,0.169220,0.856286,0.703013,0.608245,0.069445,0.740071,0.891878,0.919743,0.533333,0.329412,0.435294
425,0.829014,0.694655,0.701160,0.027584,-0.063643,-0.997591,-0.677352,0.436612,-0.592085,0.147833,0.254453,0.530037,0.680191,0.724218,0.043775,0.857149,0.061010,0.400000,0.717647,0.411765
426,0.572020,0.589078,0.648845,-0.301340,0.610956,-0.732070,0.048441,0.003669,-0.998819,5.145863,0.109120,0.171412,0.820523,1.045260,0.523955,0.632123,0.784912,0.631373,0.670588,0.847059
427,0.804223,0.509125,0.969782,0.277213,-0.067291,-0.958449,-0.043784,-0.033476,-0.998480,2.804861,0.492348,0.298177,0.835883,0.040407,0.071980,0.585369,0.206795,0.580392,0.388235,0.827451
428,0.763739,0.959047,0.592101,-0.061936,-0.536861,-0.841395,-0.679187,0.441507,-0.586325,18.435550,0.723237,0.723491,0.732812,0.089476,0.893629,0.668898,0.130995,0.819608,0.917647,0.713726
429,0.464224,0.407853,0.954224,0.058024,-0.002624,-0.998312,0.124087,0.171284,-0.977376,0.374153,0.622771,0.200084,0.234838,0.461010,0.642600,0.565847,0.445702,0.509804,0.450980,0.654902
430,0.994593,0.109885,0.629380,0.321287,0.708521,-0.628310,0.067024,0.506870,-0.859413,0.491875,0.887857,0.669283,0.334425,0.479855,0.778284,0.960825,0.228666,0.811765,0.298039,0.466667
431,0.477938,0.867389,0.089869,-0.243931,-0.670514,-0.700649,-0.215007,-0.072025,-0.973953,6.385458,0.870638,0.026307,0.127646,0.048203,0.644875,0.335485,0.989223,0.690196,0.360784,0.168628
432,0.718262,0.609656,0.810297,0.036247,0.583257,-0.811478,0.773386,-0.134784,-0.619441,0.243084,0.880044,0.783654,0.406570,1.408940,0.235442,0.652411,0.348492,0.639216,0.737255,0.729412
433,0.724906,0.844631,0.493930,-0.370211,0.511013,-0.775764,0.121702,-0.076476,-0.989616,2.921930,0.422316,0.470261,0.153928,1.056950,0.354719,0.800921,0.351538,0.686275,0.866667,0.537255
434,0.196466,0.783076,0.938492,-0.156506,-0.200351,-0.967143,-0.007542,0.160274,-0.987044,1.206179,0.242285,0.462477,0.507843,0.250757,0.880109,0.395481,0.380552,0.309804,0.560784,0.619608
435,0.064870,0.867894,0.156391,-0.242460,0.205331,-0.948184,0.634259,0.299290,-0.712841,9.199759,0.501898,0.636454,0.473243,0.250905,0.449881,0.174231,0.241816,0.235294,0.811765,0.313726
436,0.733864,0.598635,0.132790,-0.351392,0.323348,-0.878618,-0.369626,0.399077,-0.839115,0.950762,0.525355,0.722881,0.657245,0.879590,0.911293,0.852329,0.648722,0.792157,0.721569,0.337255
437,0.420533,0.101142,0.469812,-0.676666,0.432842,-0.595627,0.115078,0.035735,-0.992714,1.068673,0.665950,0.892602,0.264940,1.850776,0.496596,0.203858,0.359879,0.627451,0.298039,0.603922
438,0.422951,0.288140,0.747378,0.380482,0.043612,-0.923759,0.246606,-0.754095,-0.608708,6.526993,0.856885,0.801793,0.662964,1.459560,0.093310,0.197648,0.475774,0.631373,0.529412,0.854902
439,0.068817,0.159837,0.364889,0.138350,0.324172,-0.935827,0.126674,0.501820,-0.855646,0.343549,0.839722,0.955355,0.110172,0.526454,0.618557,0.382395,0.505209,0.227451,0.298039,0.427451
440,0.539528,0.385451,0.461107,-0.270854,0.122424,-0.954804,-0.601676,0.590608,-0.537744,4.298662,0.573667,0.441557,0.451614,0.409556,0.256413,0.465155,0.527817,0.572549,0.470588,0.525490
441,0.604514,0.629902,0.364510,-0.387352,0.607585,-0.693397,0.038787,-0.385811,-0.921762,0.176698,0.974400,0.280500,0.421648,0.479370,0.551995,0.475707,0.968609,0.560784,0.545098,0.490196
442,0.270049,0.120103,0.910002,-0.082356,-0.224777,-0.970924,0.056121,0.571605,-0.818607,2.283740,0.857887,0.444859,0.439569,0.863449,0.290333,0.141081,0.965488,0.447059,0.235294,0.886275
443,0.667246,0.787997,0.118393,0.006016,0.030148,-0.999527,0.745517,0.162635,-0.646340,4.458263,0.374400,0.353782,0.775129,1.223038,0.042447,0.545671,0.594470,0.513726,0.796079,0.372549
444,0.075483,0.053754,0.493199,0.136528,-0.669212,-0.730421,0.261248,-0.743219,-0.615934,3.005432,0.860609,0.989047,0.512282,1.533251,0.235369,0.526085,0.661977,0.305882,0.317647,0.705882
445,0.848402,0.711895,0.502033,0.240741,0.779189,-0.578714,0.056425,-0.531794,-0.844992,22.554720,0.168134,0.468539,0.663850,1.461609,0.303017,0.331388,0.709773,0.733333,0.717647,0.713726
446,0.186653,0.731595,0.720984,0.136618,0.144474,-0.980032,-0.199653,-0.306283,-0.930768,0.850128,0.150288,0.682800,0.871304,0.071422,0.320381,0.662968,0.087091,0.176471,0.529412,0.545098
447,0.674560,0.728476,0.303786,-0.015962,0.035633,-0.999238,-0.476865,0.081043,-0.875232,1.329322,0.719598,0.439601,0.526391,0.595558,0.653738,0.857391,0.753947,0.690196,0.717647,0.458824
448,0.214435,0.201155,0.415329,-0.116425,0.170680,-0.978424,-0.291175,-0.550475,-0.782429,0.339358,0.495010,0.358857,0.435676,0.032626,0.802955,0.484076,0.109643,0.203922,0.176471,0.223529
449,0.552256,0.954699,0.053624,0.148908,-0.693351,-0.705047,-0.514624,-0.538982,-0.666829,17.936530,0.172214,0.258132,0.131700,0.304005,0.095463,0.347351,0.108338,0.450980,0.737255,0.160784
450,0.016300,0.238339,0.981608,0.079284,-0.467737,-0.880305,0.163521,0.126186,-0.978436,1.674099,0.038847,0.271426,0.807410,0.508206,0.748432,0.281410,0.366080,0.164706,0.313726,0.792157
451,0.993148,0.060170,0.416776,-0.170876,-0.788904,-0.590281,0.004485,-0.391526,-0.920156,0.233526,0.586373,0.038560,0.822619,0.343756,0.775010,0.396701,0.204566,0.717647,0.180392,0.368628
452,0.490440,0.341854,0.582933,0.469731,0.045471,-0.881638,-0.012585,-0.062597,-0.997960,3.408427,0.389998,0.738513,0.075853,0.322512,0.759270,0.140211,0.752255,0.533333,0.486275,0.529412
453,0.760752,0.911803,0.109357,0.719590,-0.023772,-0.693992,-0.593549,0.484248,-0.642809,920.989600,0.148583,0.012935,0.214456,0.024419,0.071034,0.696231,0.352122,0.321569,0.360784,0.160784
454,0.541125,0.273337,0.074019,0.517272,0.556454,-0.650222,-0.422619,-0.224887,-0.877963,1.351930,0.841560,0.309801,0.548007,0.427127,0.179442,0.305660,0.754233,0.450980,0.317647,0.231373
455,0.429154,0.952017,0.506129,-0.506444,0.039684,-0.861359,0.248623,-0.174962,-0.952667,65.587810,0.214083,0.007890,0.180819,0.118433,0.084804,0.753799,0.863741,0.549020,0.552941,0.580392
456,0.247249,0.966904,0.168476,0.654486,-0.519347,-0.549479,0.040460,0.009868,-0.999133,1.300892,0.418122,0.942012,0.628149,0.515220,0.579155,0.489421,0.537943,0.376471,0.788235,0.325490
457,0.697844,0.868057,0.105312,0.490495,0.158807,-0.856852,-0.762447,-0.105136,-0.638453,10.228040,0.239214,0.295565,0.713711,0.295304,0.745918,0.505594,0.294787,0.580392,0.607843,0.254902
458,0.381209,0.711457,0.759358,-0.299264,-0.108124,-0.948025,-0.013710,0.796361,-0.604667,3.717723,0.901917,0.492209,0.853445,1.116714,0.268243,0.058459,0.831172,0.556863,0.549020,0.886275
459,0.421164,0.862264,0.397394,0.462823,0.314366,-0.828836,0.702058,0.413302,-0.579911,1.889263,0.668152,0.589366,0.128233,2.018252,0.154005,0.241520,0.158939,0.541177,0.807843,0.466667
460,0.184746,0.627587,0.495128,-0.057054,-0.077740,-0.995340,0.525692,-0.090289,-0.845870,2.783550,0.876918,0.215823,0.908996,0.311890,0.842071,0.132116,0.688770,0.403922,0.411765,0.639216
461,0.716365,0.252496,0.913020,0.025383,-0.118927,-0.992579,-0.754778,-0.394365,-0.524201,1.509764,0.368329,0.705918,0.273892,1.260029,0.122253,0.491180,0.091469,0.549020,0.450980,0.572549
462,0.505031,0.654097,0.620077,-0.186588,0.721305,-0.667011,0.616037,-0.009538,-0.787660,9.550807,0.383123,0.170950,0.605029,0.141440,0.488373,0.077201,0.650847,0.482353,0.372549,0.639216
463,0.511018,0.602749,0.159298,-0.040500,0.076704,-0.996231,0.070043,-0.192745,-0.978746,1.713695,0.136110,0.633017,0.000669,1.221658,0.459884,0.712817,0.632528,0.600000,0.749020,0.376471
464,0.782712,0.440903,0.400018,-0.492212,0.035616,-0.869747,-0.440107,-0.509573,-0.739352,1.094571,0.455049,0.867055,0.665194,1.106733,0.496395,0.477815,0.710619,0.756863,0.596079,0.588235
465,0.473064,0.422823,0.806154,0.185765,-0.240414,-0.952729,0.531460,-0.226562,-0.816223,6.071146,0.730996,0.035980,0.416159,0.909447,0.081654,0.605508,0.656611,0.654902,0.545098,0.819608
466,0.546143,0.881438,0.758124,0.791462,-0.047378,-0.609379,-0.213091,-0.614312,-0.759746,3.993060,0.578797,0.578599,0.608063,0.152958,0.294632,0.988436,0.679671,0.466667,0.670588,0.600000
467,0.477363,0.752313,0.860210,0.433663,-0.145662,-0.889224,0.243648,0.681582,-0.689987,2.303735,0.885620,0.926820,0.726720,0.201587,0.230451,0.779388,0.169309,0.533333,0.721569,0.650980
468,0.734073,0.913023,0.341136,-0.016241,0.133859,-0.990867,-0.053900,0.045450,-0.997512,2.391866,0.489251,0.007466,0.435979,0.256260,0.750795,0.803656,0.239919,0.647059,0.639216,0.380392
469,0.900187,0.597854,0.403932,0.456282,-0.337348,-0.823410,-0.200498,-0.601888,-0.773001,5.335072,0.036506,0.791676,0.894025,0.295150,0.072181,0.066121,0.644054,0.392157,0.698039,0.627451
470,0.376672,0.608742,0.149513,0.334447,0.220120,-0.916348,-0.147944,0.062506,-0.987019,11.531200,0.200522,0.719262,0.183245,0.017232,0.006802,0.697157,0.551327,0.349020,0.819608,0.219608
471,0.078050,0.501962,0.143329,-0.785869,-0.049709,-0.616392,-0.090506,-0.694333,-0.713941,0.045234,0.831011,0.044661,0.934698,0.012352,0.468275,0.374479,0.230579,0.137255,0.180392,0.141177
472,0.020282,0.015556,0.142134,0.313561,0.121883,-0.941714,-0.032934,0.035543,-0.998825,4.044088,0.913068,0.199001,0.841086,3.260346,0.303140,0.033717,0.192853,0.247059,0.149020,0.411765
473,0.590958,0.008790,0.448129,-0.008523,-0.006383,-0.999943,-0.013894,0.698006,-0.715958,6.103181,0.235401,0.666609,0.273267,1.226575,0.435381,0.663766,0.456629,0.654902,0.184314,0.580392
474,0.692962,0.976702,0.656344,0.159026,-0.356090,-0.920821,-0.465416,0.114088,-0.877709,1.898767,0.208683,0.737634,0.989195,0.362491,0.426172,0.465350,0.258317,0.533333,0.760784,0.654902
475,0.254455,0.811701,0.191238,0.185168,-0.844065,-0.503256,-0.266660,0.194431,-0.943975,11.661830,0.214527,0.690249,0.474889,0.481584,0.205584,0.969343,0.326108,0.309804,0.839216,0.337255
476,0.154782,0.031253,0.676699,-0.010216,-0.023603,-0.999669,0.073892,0.069745,-0.994825,0.270642,0.632477,0.859256,0.107689,0.654182,0.577767,0.296693,0.025832,0.317647,0.168628,0.305882
477,0.550940,0.028003,0.220584,-0.359823,-0.764106,-0.535415,0.038014,-0.155545,-0.987097,3.151418,0.083028,0.220011,0.750397,0.875082,0.277131,0.836162,0.596117,0.513726,0.258824,0.443137
478,0.092885,0.992512,0.066696,-0.282500,0.090424,-0.954996,0.660516,-0.490299,-0.568618,3.547102,0.929021,0.537260,0.802145,0.015433,0.173741,0.870875,0.627586,0.239216,0.568628,0.196078
479,0.552430,0.475860,0.208831,-0.129836,-0.069605,-0.989089,0.302016,-0.358866,-0.883177,0.210743,0.708386,0.948500,0.144336,1.422690,0.230664,0.406152,0.379477,0.560784,0.596079,0.384314
480,0.726533,0.120900,0.875040,0.093251,0.295304,-0.950842,0.042711,0.204985,-0.977833,1.517373,0.165075,0.488724,0.556999,0.071141,0.553445,0.155720,0.698049,0.411765,0.203922,0.607843
481,0.859311,0.361444,0.621025,-0.241133,-0.364857,-0.899297,-0.012739,0.068578,-0.997564,0.223559,0.846952,0.006770,0.473965,1.908272,0.101928,0.307191,0.701974,0.639216,0.513726,0.803922
482,0.085300,0.442082,0.515104,0.129189,-0.182066,-0.974763,-0.550828,0.464403,-0.693483,0.292275,0.229815,0.824177,0.458721,0.321675,0.059679,0.740594,0.848018,0.145098,0.470588,0.513726
483,0.197568,0.951168,0.684651,-0.212142,0.795031,-0.568261,0.743760,-0.253233,-0.618623,Infinity,0.758734,0.729394,0.365607,0.443916,0.609706,0.921887,0.150726,0.325490,0.756863,0.423529
484,0.374799,0.629739,0.639954,-0.805002,0.069628,-0.589173,0.058734,-0.255484,-0.965028,4.215257,0.627249,0.972929,0.687246,0.651332,0.577369,0.000960,0.405126,0.529412,0.686275,0.670588
485,0.277353,0.214261,0.528832,0.417702,-0.248748,-0.873870,0.698526,0.144759,-0.700790,0.004224,0.978305,0.464152,0.858678,0.006380,0.883720,0.038098,0.725908,0.156863,0.137255,0.192157
486,0.792962,0.592185,0.981705,0.796120,0.095537,-0.597550,-0.209756,-0.134908,-0.968402,1.059540,0.786526,0.845990,0.544870,0.050162,0.736893,0.395715,0.726843,0.521569,0.443137,0.521569
487,0.998217,0.907648,0.778992,0.068894,0.398954,-0.914379,0.393605,0.095716,-0.914283,5.828901,0.170889,0.145797,0.126757,1.222559,0.709880,0.929792,0.528511,0.933333,0.941177,0.764706
